Quality,Day,Product code,Year,Period over which rainfall was measured (days),Bureau of Meteorology station number,Rainfall amount (millimetres),Month
Y,1,IDCJAC0009,2005,1,31063,5.4,1
Y,2,IDCJAC0009,2005,1,31063,4.4,1
Y,3,IDCJAC0009,2005,1,31063,3.2,1
Y,4,IDCJAC0009,2005,,31063,0,1
Y,5,IDCJAC0009,2005,,31063,0,1
Y,6,IDCJAC0009,2005,,31063,0,1
Y,7,IDCJAC0009,2005,1,31063,8.4,1
Y,8,IDCJAC0009,2005,1,31063,6.6,1
Y,9,IDCJAC0009,2005,1,31063,19.6,1
Y,10,IDCJAC0009,2005,1,31063,67.6,1
Y,11,IDCJAC0009,2005,1,31063,2.6,1
Y,12,IDCJAC0009,2005,1,31063,0.8,1
Y,13,IDCJAC0009,2005,,31063,0,1
Y,14,IDCJAC0009,2005,,31063,0,1
Y,15,IDCJAC0009,2005,,31063,0,1
Y,16,IDCJAC0009,2005,,31063,0,1
Y,17,IDCJAC0009,2005,1,31063,20.8,1
Y,18,IDCJAC0009,2005,,31063,0,1
Y,19,IDCJAC0009,2005,1,31063,6.4,1
Y,20,IDCJAC0009,2005,1,31063,91.4,1
Y,21,IDCJAC0009,2005,1,31063,31.4,1
Y,22,IDCJAC0009,2005,1,31063,113.8,1
Y,23,IDCJAC0009,2005,1,31063,19,1
Y,24,IDCJAC0009,2005,1,31063,1,1
Y,25,IDCJAC0009,2005,1,31063,10.4,1
Y,26,IDCJAC0009,2005,1,31063,1.4,1
Y,27,IDCJAC0009,2005,1,31063,25.8,1
Y,28,IDCJAC0009,2005,1,31063,2.2,1
Y,29,IDCJAC0009,2005,,31063,0,1
Y,30,IDCJAC0009,2005,1,31063,61.6,1
Y,31,IDCJAC0009,2005,,31063,0,1
Y,1,IDCJAC0009,2005,,31063,0,2
Y,2,IDCJAC0009,2005,,31063,0,2
Y,3,IDCJAC0009,2005,,31063,0,2
Y,4,IDCJAC0009,2005,,31063,0,2
Y,5,IDCJAC0009,2005,,31063,0,2
Y,6,IDCJAC0009,2005,1,31063,7.2,2
Y,7,IDCJAC0009,2005,1,31063,73.4,2
Y,8,IDCJAC0009,2005,1,31063,2.8,2
Y,9,IDCJAC0009,2005,1,31063,0.8,2
Y,10,IDCJAC0009,2005,,31063,0,2
Y,11,IDCJAC0009,2005,,31063,0,2
Y,12,IDCJAC0009,2005,,31063,0,2
Y,13,IDCJAC0009,2005,,31063,0,2
Y,14,IDCJAC0009,2005,1,31063,2.6,2
Y,15,IDCJAC0009,2005,,31063,0,2
Y,16,IDCJAC0009,2005,1,31063,81.8,2
Y,17,IDCJAC0009,2005,,31063,0,2
Y,18,IDCJAC0009,2005,,31063,0,2
Y,19,IDCJAC0009,2005,,31063,0,2
Y,20,IDCJAC0009,2005,,31063,0,2
Y,21,IDCJAC0009,2005,,31063,0,2
Y,22,IDCJAC0009,2005,,31063,0,2
Y,23,IDCJAC0009,2005,,31063,0,2
Y,24,IDCJAC0009,2005,,31063,0,2
Y,25,IDCJAC0009,2005,,31063,0,2
Y,26,IDCJAC0009,2005,,31063,0,2
Y,27,IDCJAC0009,2005,,31063,0,2
Y,28,IDCJAC0009,2005,,31063,0,2
Y,1,IDCJAC0009,2005,1,31063,2.4,3
Y,2,IDCJAC0009,2005,1,31063,5.8,3
Y,3,IDCJAC0009,2005,1,31063,8.2,3
Y,4,IDCJAC0009,2005,1,31063,8.8,3
Y,5,IDCJAC0009,2005,,31063,0,3
Y,6,IDCJAC0009,2005,,31063,0,3
Y,7,IDCJAC0009,2005,,31063,0,3
Y,8,IDCJAC0009,2005,,31063,0,3
Y,9,IDCJAC0009,2005,1,31063,1.2,3
Y,10,IDCJAC0009,2005,1,31063,17.2,3
Y,11,IDCJAC0009,2005,1,31063,8.6,3
Y,12,IDCJAC0009,2005,1,31063,286.8,3
Y,13,IDCJAC0009,2005,1,31063,66.8,3
Y,14,IDCJAC0009,2005,1,31063,3,3
,15,IDCJAC0009,2005,,31063,,3
,16,IDCJAC0009,2005,2,31063,100.2,3
,17,IDCJAC0009,2005,,31063,0,3
,18,IDCJAC0009,2005,1,31063,5.4,3
,19,IDCJAC0009,2005,,31063,0,3
,20,IDCJAC0009,2005,,31063,0,3
,21,IDCJAC0009,2005,,31063,0,3
,22,IDCJAC0009,2005,,31063,0,3
,23,IDCJAC0009,2005,,31063,0,3
,24,IDCJAC0009,2005,,31063,0,3
,25,IDCJAC0009,2005,,31063,0,3
,26,IDCJAC0009,2005,,31063,0,3
,27,IDCJAC0009,2005,,31063,0,3
,28,IDCJAC0009,2005,1,31063,10,3
,29,IDCJAC0009,2005,,31063,0,3
,30,IDCJAC0009,2005,,31063,0,3
,31,IDCJAC0009,2005,1,31063,1.2,3
,1,IDCJAC0009,2005,1,31063,6.6,4
,2,IDCJAC0009,2005,1,31063,33.8,4
,3,IDCJAC0009,2005,1,31063,11.6,4
,4,IDCJAC0009,2005,1,31063,1.4,4
,5,IDCJAC0009,2005,1,31063,3.8,4
,6,IDCJAC0009,2005,1,31063,4.2,4
,7,IDCJAC0009,2005,1,31063,2.8,4
,8,IDCJAC0009,2005,1,31063,6.6,4
,9,IDCJAC0009,2005,1,31063,10,4
,10,IDCJAC0009,2005,1,31063,8.4,4
,11,IDCJAC0009,2005,1,31063,34.2,4
,12,IDCJAC0009,2005,1,31063,14.4,4
,13,IDCJAC0009,2005,1,31063,2.4,4
,14,IDCJAC0009,2005,1,31063,12,4
,15,IDCJAC0009,2005,1,31063,2.8,4
,16,IDCJAC0009,2005,,31063,0,4
,17,IDCJAC0009,2005,,31063,0,4
,18,IDCJAC0009,2005,1,31063,4.8,4
,19,IDCJAC0009,2005,,31063,0,4
,20,IDCJAC0009,2005,,31063,0,4
,21,IDCJAC0009,2005,,31063,0,4
,22,IDCJAC0009,2005,1,31063,5.6,4
,23,IDCJAC0009,2005,1,31063,15,4
,24,IDCJAC0009,2005,1,31063,20.4,4
,25,IDCJAC0009,2005,1,31063,15.2,4
,26,IDCJAC0009,2005,1,31063,10,4
,27,IDCJAC0009,2005,1,31063,3.2,4
,28,IDCJAC0009,2005,1,31063,15.4,4
,29,IDCJAC0009,2005,1,31063,6.8,4
,30,IDCJAC0009,2005,1,31063,8.4,4
,1,IDCJAC0009,2005,1,31063,1.2,5
,2,IDCJAC0009,2005,,31063,0,5
,3,IDCJAC0009,2005,,31063,0,5
,4,IDCJAC0009,2005,1,31063,0.4,5
,5,IDCJAC0009,2005,1,31063,2.4,5
,6,IDCJAC0009,2005,1,31063,1.2,5
,7,IDCJAC0009,2005,1,31063,7.8,5
,8,IDCJAC0009,2005,,31063,0,5
,9,IDCJAC0009,2005,1,31063,3.6,5
,10,IDCJAC0009,2005,,31063,0,5
,11,IDCJAC0009,2005,1,31063,3.4,5
,12,IDCJAC0009,2005,1,31063,0.4,5
,13,IDCJAC0009,2005,,31063,0,5
,14,IDCJAC0009,2005,,31063,0,5
,15,IDCJAC0009,2005,,31063,0,5
,16,IDCJAC0009,2005,,31063,0,5
,17,IDCJAC0009,2005,,31063,0,5
,18,IDCJAC0009,2005,,31063,0,5
,19,IDCJAC0009,2005,,31063,0,5
,20,IDCJAC0009,2005,,31063,0,5
,21,IDCJAC0009,2005,,31063,0,5
,22,IDCJAC0009,2005,,31063,0,5
,23,IDCJAC0009,2005,,31063,0,5
,24,IDCJAC0009,2005,,31063,0,5
,25,IDCJAC0009,2005,1,31063,2.2,5
,26,IDCJAC0009,2005,1,31063,0.8,5
,27,IDCJAC0009,2005,,31063,0,5
,28,IDCJAC0009,2005,1,31063,1.2,5
,29,IDCJAC0009,2005,,31063,0,5
,30,IDCJAC0009,2005,,31063,0,5
,31,IDCJAC0009,2005,,31063,0,5
,1,IDCJAC0009,2005,,31063,0,6
,2,IDCJAC0009,2005,1,31063,8.4,6
,3,IDCJAC0009,2005,1,31063,2.2,6
,4,IDCJAC0009,2005,,31063,0,6
,5,IDCJAC0009,2005,1,31063,1.8,6
,6,IDCJAC0009,2005,1,31063,3.4,6
,7,IDCJAC0009,2005,1,31063,7.2,6
,8,IDCJAC0009,2005,,31063,0,6
,9,IDCJAC0009,2005,1,31063,10.8,6
,10,IDCJAC0009,2005,,31063,0,6
,11,IDCJAC0009,2005,1,31063,2.6,6
,12,IDCJAC0009,2005,,31063,0,6
,13,IDCJAC0009,2005,,31063,0,6
,14,IDCJAC0009,2005,,31063,0,6
,15,IDCJAC0009,2005,,31063,0,6
,16,IDCJAC0009,2005,,31063,0,6
,17,IDCJAC0009,2005,,31063,0,6
,18,IDCJAC0009,2005,1,31063,1.4,6
,19,IDCJAC0009,2005,1,31063,2.2,6
,20,IDCJAC0009,2005,1,31063,0.4,6
,21,IDCJAC0009,2005,,31063,0,6
,22,IDCJAC0009,2005,1,31063,1.8,6
,23,IDCJAC0009,2005,,31063,0,6
,24,IDCJAC0009,2005,,31063,0,6
,25,IDCJAC0009,2005,1,31063,3,6
,26,IDCJAC0009,2005,,31063,0,6
,27,IDCJAC0009,2005,,31063,0,6
,28,IDCJAC0009,2005,,31063,0,6
,29,IDCJAC0009,2005,,31063,0,6
,30,IDCJAC0009,2005,,31063,0,6
,1,IDCJAC0009,2005,,31063,0,7
,2,IDCJAC0009,2005,,31063,0,7
,3,IDCJAC0009,2005,,31063,0,7
,4,IDCJAC0009,2005,1,31063,0.4,7
,5,IDCJAC0009,2005,1,31063,18.4,7
,6,IDCJAC0009,2005,1,31063,8.2,7
,7,IDCJAC0009,2005,1,31063,0.6,7
,8,IDCJAC0009,2005,,31063,0,7
,9,IDCJAC0009,2005,,31063,0,7
,10,IDCJAC0009,2005,,31063,0,7
,11,IDCJAC0009,2005,,31063,0,7
,12,IDCJAC0009,2005,,31063,0,7
,13,IDCJAC0009,2005,,31063,0,7
,14,IDCJAC0009,2005,,31063,0,7
,15,IDCJAC0009,2005,,31063,0,7
,16,IDCJAC0009,2005,,31063,0,7
,17,IDCJAC0009,2005,,31063,0,7
,18,IDCJAC0009,2005,,31063,0,7
,19,IDCJAC0009,2005,,31063,0,7
,20,IDCJAC0009,2005,1,31063,8.2,7
,21,IDCJAC0009,2005,1,31063,12.6,7
,22,IDCJAC0009,2005,1,31063,3.8,7
,23,IDCJAC0009,2005,1,31063,16.4,7
,24,IDCJAC0009,2005,1,31063,5,7
,25,IDCJAC0009,2005,1,31063,1,7
,26,IDCJAC0009,2005,1,31063,0.6,7
,27,IDCJAC0009,2005,1,31063,1.2,7
,28,IDCJAC0009,2005,,31063,0,7
,29,IDCJAC0009,2005,,31063,0,7
,30,IDCJAC0009,2005,,31063,0,7
,31,IDCJAC0009,2005,1,31063,0.2,7
,1,IDCJAC0009,2005,1,31063,3.6,8
,2,IDCJAC0009,2005,1,31063,16.2,8
,3,IDCJAC0009,2005,1,31063,2.4,8
,4,IDCJAC0009,2005,1,31063,6.2,8
,5,IDCJAC0009,2005,1,31063,0.6,8
,6,IDCJAC0009,2005,,31063,0,8
,7,IDCJAC0009,2005,1,31063,0.8,8
,8,IDCJAC0009,2005,,31063,0,8
,9,IDCJAC0009,2005,1,31063,0.4,8
,10,IDCJAC0009,2005,,31063,0,8
,11,IDCJAC0009,2005,,31063,0,8
,12,IDCJAC0009,2005,1,31063,0.4,8
,13,IDCJAC0009,2005,,31063,0,8
,14,IDCJAC0009,2005,,31063,0,8
,15,IDCJAC0009,2005,,31063,0,8
,16,IDCJAC0009,2005,,31063,0,8
,17,IDCJAC0009,2005,1,31063,1.4,8
,18,IDCJAC0009,2005,1,31063,10.2,8
,19,IDCJAC0009,2005,1,31063,11.4,8
,20,IDCJAC0009,2005,1,31063,0.4,8
,21,IDCJAC0009,2005,,31063,0,8
,22,IDCJAC0009,2005,,31063,0,8
,23,IDCJAC0009,2005,,31063,0,8
,24,IDCJAC0009,2005,1,31063,0.2,8
,25,IDCJAC0009,2005,,31063,0,8
,26,IDCJAC0009,2005,1,31063,5.4,8
,27,IDCJAC0009,2005,1,31063,1.4,8
,28,IDCJAC0009,2005,1,31063,6,8
,29,IDCJAC0009,2005,1,31063,11.8,8
,30,IDCJAC0009,2005,1,31063,3,8
,31,IDCJAC0009,2005,1,31063,0.6,8
,1,IDCJAC0009,2005,,31063,0,9
,2,IDCJAC0009,2005,1,31063,1,9
,3,IDCJAC0009,2005,,31063,0,9
,4,IDCJAC0009,2005,,31063,0,9
,5,IDCJAC0009,2005,,31063,0,9
,6,IDCJAC0009,2005,,31063,0,9
,7,IDCJAC0009,2005,,31063,0,9
,8,IDCJAC0009,2005,,31063,0,9
,9,IDCJAC0009,2005,1,31063,3.2,9
,10,IDCJAC0009,2005,,31063,0,9
,11,IDCJAC0009,2005,,31063,0,9
,12,IDCJAC0009,2005,,31063,0,9
,13,IDCJAC0009,2005,,31063,0,9
,14,IDCJAC0009,2005,,31063,0,9
,15,IDCJAC0009,2005,,31063,0,9
,16,IDCJAC0009,2005,,31063,0,9
,17,IDCJAC0009,2005,,31063,0,9
,18,IDCJAC0009,2005,,31063,0,9
,19,IDCJAC0009,2005,,31063,0,9
,20,IDCJAC0009,2005,,31063,0,9
,21,IDCJAC0009,2005,1,31063,2.2,9
,22,IDCJAC0009,2005,,31063,0,9
,23,IDCJAC0009,2005,,31063,0,9
,24,IDCJAC0009,2005,,31063,0,9
,25,IDCJAC0009,2005,,31063,0,9
,26,IDCJAC0009,2005,,31063,0,9
,27,IDCJAC0009,2005,,31063,0,9
,28,IDCJAC0009,2005,,31063,0,9
,29,IDCJAC0009,2005,,31063,0,9
,30,IDCJAC0009,2005,,31063,0,9
,1,IDCJAC0009,2005,,31063,0,10
,2,IDCJAC0009,2005,,31063,0,10
,3,IDCJAC0009,2005,,31063,0,10
,4,IDCJAC0009,2005,,31063,0,10
,5,IDCJAC0009,2005,,31063,0,10
,6,IDCJAC0009,2005,,31063,0,10
,7,IDCJAC0009,2005,,31063,0,10
,8,IDCJAC0009,2005,,31063,0,10
,9,IDCJAC0009,2005,1,31063,0.4,10
,10,IDCJAC0009,2005,,31063,0,10
,11,IDCJAC0009,2005,,31063,0,10
,12,IDCJAC0009,2005,,31063,0,10
,13,IDCJAC0009,2005,,31063,0,10
,14,IDCJAC0009,2005,,31063,0,10
,15,IDCJAC0009,2005,,31063,0,10
,16,IDCJAC0009,2005,,31063,0,10
,17,IDCJAC0009,2005,,31063,0,10
,18,IDCJAC0009,2005,,31063,0,10
,19,IDCJAC0009,2005,,31063,0,10
,20,IDCJAC0009,2005,1,31063,5,10
,21,IDCJAC0009,2005,,31063,0,10
,22,IDCJAC0009,2005,1,31063,8,10
,23,IDCJAC0009,2005,1,31063,1.2,10
,24,IDCJAC0009,2005,1,31063,1.2,10
,25,IDCJAC0009,2005,1,31063,3.4,10
,26,IDCJAC0009,2005,1,31063,1.4,10
,27,IDCJAC0009,2005,,31063,0,10
,28,IDCJAC0009,2005,,31063,0,10
,29,IDCJAC0009,2005,,31063,0,10
,30,IDCJAC0009,2005,1,31063,0.6,10
,31,IDCJAC0009,2005,,31063,0,10
,1,IDCJAC0009,2005,,31063,0,11
,2,IDCJAC0009,2005,,31063,0,11
,3,IDCJAC0009,2005,,31063,0,11
,4,IDCJAC0009,2005,1,31063,2,11
,5,IDCJAC0009,2005,1,31063,6.4,11
,6,IDCJAC0009,2005,,31063,0,11
,7,IDCJAC0009,2005,,31063,0,11
,8,IDCJAC0009,2005,,31063,0,11
,9,IDCJAC0009,2005,,31063,0,11
,10,IDCJAC0009,2005,,31063,0,11
,11,IDCJAC0009,2005,,31063,0,11
,12,IDCJAC0009,2005,,31063,0,11
,13,IDCJAC0009,2005,,31063,0,11
,14,IDCJAC0009,2005,,31063,0,11
,15,IDCJAC0009,2005,,31063,0,11
,16,IDCJAC0009,2005,,31063,0,11
,17,IDCJAC0009,2005,,31063,0,11
,18,IDCJAC0009,2005,1,31063,12.6,11
,19,IDCJAC0009,2005,1,31063,6.4,11
,20,IDCJAC0009,2005,,31063,0,11
,21,IDCJAC0009,2005,,31063,0,11
,22,IDCJAC0009,2005,,31063,0,11
,23,IDCJAC0009,2005,,31063,0,11
,24,IDCJAC0009,2005,,31063,0,11
,25,IDCJAC0009,2005,,31063,0,11
,26,IDCJAC0009,2005,,31063,0,11
,27,IDCJAC0009,2005,,31063,0,11
,28,IDCJAC0009,2005,,31063,0,11
,29,IDCJAC0009,2005,1,31063,1.2,11
,30,IDCJAC0009,2005,1,31063,0.4,11
,1,IDCJAC0009,2005,,31063,0,12
,2,IDCJAC0009,2005,,31063,0,12
,3,IDCJAC0009,2005,,31063,0,12
,4,IDCJAC0009,2005,1,31063,8.6,12
,5,IDCJAC0009,2005,1,31063,21.6,12
,6,IDCJAC0009,2005,,31063,0,12
,7,IDCJAC0009,2005,,31063,0,12
,8,IDCJAC0009,2005,,31063,0,12
,9,IDCJAC0009,2005,,31063,0,12
,10,IDCJAC0009,2005,,31063,0,12
,11,IDCJAC0009,2005,,31063,0,12
,12,IDCJAC0009,2005,,31063,0,12
,13,IDCJAC0009,2005,,31063,0,12
,14,IDCJAC0009,2005,,31063,0,12
,15,IDCJAC0009,2005,,31063,0,12
,16,IDCJAC0009,2005,,31063,0,12
,17,IDCJAC0009,2005,,31063,0,12
,18,IDCJAC0009,2005,,31063,0,12
,19,IDCJAC0009,2005,,31063,0,12
,20,IDCJAC0009,2005,,31063,0,12
,21,IDCJAC0009,2005,,31063,0,12
,22,IDCJAC0009,2005,,31063,0,12
,23,IDCJAC0009,2005,1,31063,13.6,12
,24,IDCJAC0009,2005,1,31063,36.2,12
,25,IDCJAC0009,2005,,31063,0,12
,26,IDCJAC0009,2005,,31063,0,12
,27,IDCJAC0009,2005,,31063,0,12
,28,IDCJAC0009,2005,,31063,0,12
,29,IDCJAC0009,2005,1,31063,22.8,12
,30,IDCJAC0009,2005,,31063,0,12
,31,IDCJAC0009,2005,,31063,0,12
,1,IDCJAC0009,2006,,31063,0,1
,2,IDCJAC0009,2006,1,31063,13,1
,3,IDCJAC0009,2006,1,31063,1.4,1
,4,IDCJAC0009,2006,1,31063,1.2,1
,5,IDCJAC0009,2006,,31063,0,1
,6,IDCJAC0009,2006,,31063,0,1
,7,IDCJAC0009,2006,,31063,0,1
,8,IDCJAC0009,2006,,31063,0,1
,9,IDCJAC0009,2006,1,31063,1.8,1
,10,IDCJAC0009,2006,1,31063,5.6,1
,11,IDCJAC0009,2006,1,31063,13.8,1
,12,IDCJAC0009,2006,1,31063,5.8,1
,13,IDCJAC0009,2006,1,31063,25.2,1
,14,IDCJAC0009,2006,1,31063,63.6,1
,15,IDCJAC0009,2006,1,31063,17,1
,16,IDCJAC0009,2006,1,31063,2.2,1
,17,IDCJAC0009,2006,1,31063,56.6,1
,18,IDCJAC0009,2006,1,31063,1.2,1
,19,IDCJAC0009,2006,,31063,0,1
,20,IDCJAC0009,2006,1,31063,0.4,1
,21,IDCJAC0009,2006,,31063,0,1
,22,IDCJAC0009,2006,1,31063,1.2,1
,23,IDCJAC0009,2006,1,31063,24.2,1
,24,IDCJAC0009,2006,1,31063,3.8,1
,25,IDCJAC0009,2006,1,31063,40.2,1
,26,IDCJAC0009,2006,1,31063,7.2,1
,27,IDCJAC0009,2006,1,31063,21.6,1
,28,IDCJAC0009,2006,1,31063,58.8,1
,29,IDCJAC0009,2006,1,31063,26.6,1
,30,IDCJAC0009,2006,1,31063,2.4,1
,31,IDCJAC0009,2006,1,31063,0.4,1
,1,IDCJAC0009,2006,,31063,0,2
,2,IDCJAC0009,2006,,31063,0,2
,3,IDCJAC0009,2006,,31063,0,2
,4,IDCJAC0009,2006,1,31063,1.2,2
,5,IDCJAC0009,2006,,31063,0,2
,6,IDCJAC0009,2006,,31063,0,2
,7,IDCJAC0009,2006,,31063,0,2
,8,IDCJAC0009,2006,,31063,0,2
,9,IDCJAC0009,2006,,31063,0,2
,10,IDCJAC0009,2006,,31063,0,2
,11,IDCJAC0009,2006,,31063,0,2
,12,IDCJAC0009,2006,,31063,0,2
,13,IDCJAC0009,2006,1,31063,16.2,2
,14,IDCJAC0009,2006,1,31063,11,2
,15,IDCJAC0009,2006,1,31063,8.8,2
,16,IDCJAC0009,2006,1,31063,25.6,2
,17,IDCJAC0009,2006,1,31063,57,2
,18,IDCJAC0009,2006,1,31063,0.8,2
,19,IDCJAC0009,2006,,31063,0,2
,20,IDCJAC0009,2006,1,31063,0.6,2
,21,IDCJAC0009,2006,1,31063,3.6,2
,22,IDCJAC0009,2006,1,31063,0.6,2
,23,IDCJAC0009,2006,1,31063,27.4,2
,24,IDCJAC0009,2006,1,31063,119,2
,25,IDCJAC0009,2006,1,31063,18.6,2
,26,IDCJAC0009,2006,1,31063,5.8,2
,27,IDCJAC0009,2006,,31063,0,2
,28,IDCJAC0009,2006,,31063,0,2
,1,IDCJAC0009,2006,1,31063,17.8,3
,2,IDCJAC0009,2006,,31063,0,3
,3,IDCJAC0009,2006,1,31063,0.4,3
,4,IDCJAC0009,2006,1,31063,3.4,3
,5,IDCJAC0009,2006,1,31063,18,3
,6,IDCJAC0009,2006,1,31063,44.2,3
,7,IDCJAC0009,2006,1,31063,6.8,3
,8,IDCJAC0009,2006,1,31063,29.4,3
,9,IDCJAC0009,2006,1,31063,1.6,3
,10,IDCJAC0009,2006,1,31063,34.4,3
,11,IDCJAC0009,2006,1,31063,3.6,3
,12,IDCJAC0009,2006,1,31063,173.2,3
,13,IDCJAC0009,2006,1,31063,48.2,3
,14,IDCJAC0009,2006,1,31063,14.6,3
,15,IDCJAC0009,2006,1,31063,2.4,3
,16,IDCJAC0009,2006,1,31063,0.4,3
,17,IDCJAC0009,2006,,31063,0,3
,18,IDCJAC0009,2006,,31063,0,3
,19,IDCJAC0009,2006,,31063,0,3
,20,IDCJAC0009,2006,1,31063,32.4,3
,21,IDCJAC0009,2006,1,31063,15.2,3
,22,IDCJAC0009,2006,1,31063,83.6,3
,23,IDCJAC0009,2006,1,31063,5.4,3
,24,IDCJAC0009,2006,1,31063,14,3
,25,IDCJAC0009,2006,1,31063,5.8,3
,26,IDCJAC0009,2006,,31063,0,3
,27,IDCJAC0009,2006,1,31063,0.4,3
,28,IDCJAC0009,2006,1,31063,2.8,3
,29,IDCJAC0009,2006,1,31063,2,3
,30,IDCJAC0009,2006,1,31063,79.4,3
,31,IDCJAC0009,2006,1,31063,76.2,3
,1,IDCJAC0009,2006,1,31063,1.2,4
,2,IDCJAC0009,2006,1,31063,1,4
,3,IDCJAC0009,2006,,31063,0,4
,4,IDCJAC0009,2006,1,31063,68.6,4
,5,IDCJAC0009,2006,1,31063,18.4,4
,6,IDCJAC0009,2006,1,31063,6.2,4
,7,IDCJAC0009,2006,1,31063,17.6,4
,8,IDCJAC0009,2006,1,31063,1.8,4
,9,IDCJAC0009,2006,1,31063,19.8,4
,10,IDCJAC0009,2006,1,31063,3,4
,11,IDCJAC0009,2006,1,31063,2.6,4
,12,IDCJAC0009,2006,1,31063,9.8,4
,13,IDCJAC0009,2006,1,31063,79.2,4
,14,IDCJAC0009,2006,1,31063,16.2,4
,15,IDCJAC0009,2006,1,31063,17.4,4
,16,IDCJAC0009,2006,1,31063,4,4
,17,IDCJAC0009,2006,1,31063,28.4,4
,18,IDCJAC0009,2006,1,31063,23,4
,19,IDCJAC0009,2006,1,31063,59.6,4
,20,IDCJAC0009,2006,1,31063,233.6,4
,21,IDCJAC0009,2006,1,31063,18.4,4
,22,IDCJAC0009,2006,1,31063,2,4
