Quality,Day,Product code,Year,Period over which rainfall was measured (days),Bureau of Meteorology station number,Rainfall amount (millimetres),Month
,23,IDCJAC0009,2006,1,31063,5.6,4
,24,IDCJAC0009,2006,1,31063,3.4,4
,25,IDCJAC0009,2006,1,31063,0.6,4
,26,IDCJAC0009,2006,,31063,0,4
,27,IDCJAC0009,2006,1,31063,1.4,4
,28,IDCJAC0009,2006,1,31063,0.8,4
,29,IDCJAC0009,2006,,31063,,4
,30,IDCJAC0009,2006,2,31063,3,4
,1,IDCJAC0009,2006,,31063,0,5
,2,IDCJAC0009,2006,1,31063,8,5
,3,IDCJAC0009,2006,,31063,0,5
,4,IDCJAC0009,2006,1,31063,2.8,5
,5,IDCJAC0009,2006,1,31063,3,5
,6,IDCJAC0009,2006,,31063,0,5
,7,IDCJAC0009,2006,1,31063,2.4,5
,8,IDCJAC0009,2006,,31063,0,5
,9,IDCJAC0009,2006,1,31063,2,5
,10,IDCJAC0009,2006,,31063,0,5
,11,IDCJAC0009,2006,,31063,0,5
,12,IDCJAC0009,2006,1,31063,36.8,5
,13,IDCJAC0009,2006,1,31063,1.6,5
,14,IDCJAC0009,2006,1,31063,1.2,5
,15,IDCJAC0009,2006,1,31063,2.4,5
,16,IDCJAC0009,2006,1,31063,7,5
,17,IDCJAC0009,2006,1,31063,2.2,5
,18,IDCJAC0009,2006,,31063,0,5
,19,IDCJAC0009,2006,1,31063,6,5
,20,IDCJAC0009,2006,,31063,0,5
,21,IDCJAC0009,2006,1,31063,0.8,5
,22,IDCJAC0009,2006,1,31063,1.8,5
,23,IDCJAC0009,2006,,31063,0,5
,24,IDCJAC0009,2006,,31063,0,5
,25,IDCJAC0009,2006,,31063,0,5
,26,IDCJAC0009,2006,,31063,0,5
,27,IDCJAC0009,2006,,31063,0,5
,28,IDCJAC0009,2006,,31063,0,5
,29,IDCJAC0009,2006,,31063,0,5
,30,IDCJAC0009,2006,1,31063,0.6,5
,31,IDCJAC0009,2006,,31063,0,5
,1,IDCJAC0009,2006,,31063,0,6
,2,IDCJAC0009,2006,,31063,0,6
,3,IDCJAC0009,2006,,31063,0,6
,4,IDCJAC0009,2006,,31063,0,6
,5,IDCJAC0009,2006,,31063,0,6
,6,IDCJAC0009,2006,,31063,0,6
,7,IDCJAC0009,2006,,31063,0,6
,8,IDCJAC0009,2006,,31063,0,6
,9,IDCJAC0009,2006,1,31063,3.2,6
,10,IDCJAC0009,2006,1,31063,40.2,6
,11,IDCJAC0009,2006,1,31063,2.2,6
,12,IDCJAC0009,2006,,31063,0,6
,13,IDCJAC0009,2006,,31063,0,6
,14,IDCJAC0009,2006,,31063,0,6
,15,IDCJAC0009,2006,,31063,0,6
,16,IDCJAC0009,2006,,31063,0,6
,17,IDCJAC0009,2006,,31063,0,6
,18,IDCJAC0009,2006,1,31063,2.4,6
,19,IDCJAC0009,2006,1,31063,3.4,6
,20,IDCJAC0009,2006,,31063,0,6
,21,IDCJAC0009,2006,,31063,0,6
,22,IDCJAC0009,2006,1,31063,1.2,6
,23,IDCJAC0009,2006,,31063,0,6
,24,IDCJAC0009,2006,1,31063,0.6,6
,25,IDCJAC0009,2006,,31063,0,6
,26,IDCJAC0009,2006,1,31063,2.8,6
,27,IDCJAC0009,2006,1,31063,3,6
,28,IDCJAC0009,2006,1,31063,8.4,6
,29,IDCJAC0009,2006,1,31063,11.6,6
,30,IDCJAC0009,2006,1,31063,9.2,6
,1,IDCJAC0009,2006,,31063,0,7
,2,IDCJAC0009,2006,,31063,0,7
,3,IDCJAC0009,2006,,31063,0,7
,4,IDCJAC0009,2006,,31063,0,7
,5,IDCJAC0009,2006,,31063,0,7
,6,IDCJAC0009,2006,,31063,0,7
,7,IDCJAC0009,2006,,31063,0,7
,8,IDCJAC0009,2006,,31063,0,7
,9,IDCJAC0009,2006,,31063,0,7
,10,IDCJAC0009,2006,,31063,0,7
,11,IDCJAC0009,2006,,31063,0,7
,12,IDCJAC0009,2006,1,31063,5.4,7
,13,IDCJAC0009,2006,1,31063,8.8,7
,14,IDCJAC0009,2006,1,31063,20.4,7
,15,IDCJAC0009,2006,1,31063,3,7
,16,IDCJAC0009,2006,1,31063,1.8,7
,17,IDCJAC0009,2006,1,31063,17,7
,18,IDCJAC0009,2006,1,31063,3.6,7
,19,IDCJAC0009,2006,,31063,0,7
,20,IDCJAC0009,2006,,31063,0,7
,21,IDCJAC0009,2006,1,31063,2.6,7
,22,IDCJAC0009,2006,1,31063,6.2,7
,23,IDCJAC0009,2006,1,31063,12.6,7
,24,IDCJAC0009,2006,,31063,0,7
,25,IDCJAC0009,2006,,31063,0,7
,26,IDCJAC0009,2006,,31063,0,7
,27,IDCJAC0009,2006,,31063,0,7
,28,IDCJAC0009,2006,,31063,0,7
,29,IDCJAC0009,2006,,31063,0,7
,30,IDCJAC0009,2006,,31063,0,7
,31,IDCJAC0009,2006,,31063,0,7
,1,IDCJAC0009,2006,,31063,0,8
,2,IDCJAC0009,2006,,31063,0,8
,3,IDCJAC0009,2006,,31063,0,8
,4,IDCJAC0009,2006,,31063,0,8
,5,IDCJAC0009,2006,,31063,0,8
,6,IDCJAC0009,2006,,31063,0,8
,7,IDCJAC0009,2006,,31063,0,8
,8,IDCJAC0009,2006,,31063,0,8
,9,IDCJAC0009,2006,1,31063,7.8,8
,10,IDCJAC0009,2006,,31063,0,8
,11,IDCJAC0009,2006,,31063,0,8
,12,IDCJAC0009,2006,1,31063,0.2,8
,13,IDCJAC0009,2006,1,31063,0.6,8
,14,IDCJAC0009,2006,1,31063,3.6,8
,15,IDCJAC0009,2006,,31063,0,8
,16,IDCJAC0009,2006,,31063,0,8
,17,IDCJAC0009,2006,,31063,0,8
,18,IDCJAC0009,2006,,31063,0,8
,19,IDCJAC0009,2006,,31063,0,8
,20,IDCJAC0009,2006,,31063,0,8
,21,IDCJAC0009,2006,1,31063,3.6,8
,22,IDCJAC0009,2006,,31063,0,8
,23,IDCJAC0009,2006,,31063,0,8
,24,IDCJAC0009,2006,,31063,0,8
,25,IDCJAC0009,2006,,31063,0,8
,26,IDCJAC0009,2006,,31063,0,8
,27,IDCJAC0009,2006,,31063,0,8
,28,IDCJAC0009,2006,,31063,0,8
,29,IDCJAC0009,2006,,31063,0,8
,30,IDCJAC0009,2006,,31063,0,8
,31,IDCJAC0009,2006,,31063,0,8
,1,IDCJAC0009,2006,,31063,0,9
,2,IDCJAC0009,2006,,31063,0,9
,3,IDCJAC0009,2006,1,31063,16.2,9
,4,IDCJAC0009,2006,1,31063,62.6,9
,5,IDCJAC0009,2006,,31063,0,9
,6,IDCJAC0009,2006,,31063,0,9
,7,IDCJAC0009,2006,,31063,0,9
,8,IDCJAC0009,2006,,31063,0,9
,9,IDCJAC0009,2006,,31063,0,9
,10,IDCJAC0009,2006,,31063,0,9
,11,IDCJAC0009,2006,,31063,0,9
,12,IDCJAC0009,2006,,31063,0,9
,13,IDCJAC0009,2006,,31063,0,9
,14,IDCJAC0009,2006,1,31063,4.4,9
,15,IDCJAC0009,2006,1,31063,12.6,9
,16,IDCJAC0009,2006,1,31063,1.8,9
,17,IDCJAC0009,2006,,31063,0,9
,18,IDCJAC0009,2006,,31063,0,9
,19,IDCJAC0009,2006,1,31063,2.6,9
,20,IDCJAC0009,2006,,31063,0,9
,21,IDCJAC0009,2006,,31063,0,9
,22,IDCJAC0009,2006,,31063,0,9
,23,IDCJAC0009,2006,,31063,0,9
,24,IDCJAC0009,2006,,31063,0,9
,25,IDCJAC0009,2006,1,31063,0.6,9
,26,IDCJAC0009,2006,,31063,0,9
,27,IDCJAC0009,2006,1,31063,11.8,9
,28,IDCJAC0009,2006,,31063,0,9
,29,IDCJAC0009,2006,,31063,0,9
,30,IDCJAC0009,2006,,31063,0,9
,1,IDCJAC0009,2006,,31063,0,10
,2,IDCJAC0009,2006,,31063,0,10
,3,IDCJAC0009,2006,,31063,0,10
,4,IDCJAC0009,2006,,31063,0,10
,5,IDCJAC0009,2006,,31063,0,10
,6,IDCJAC0009,2006,,31063,0,10
,7,IDCJAC0009,2006,,31063,0,10
,8,IDCJAC0009,2006,,31063,0,10
,9,IDCJAC0009,2006,,31063,0,10
,10,IDCJAC0009,2006,,31063,0,10
,11,IDCJAC0009,2006,1,31063,8.8,10
,12,IDCJAC0009,2006,1,31063,10.6,10
,13,IDCJAC0009,2006,1,31063,15.4,10
,14,IDCJAC0009,2006,1,31063,6.6,10
,15,IDCJAC0009,2006,,31063,0,10
,16,IDCJAC0009,2006,,31063,0,10
,17,IDCJAC0009,2006,1,31063,1.2,10
,18,IDCJAC0009,2006,1,31063,9.6,10
,19,IDCJAC0009,2006,1,31063,24,10
,20,IDCJAC0009,2006,1,31063,0.6,10
,21,IDCJAC0009,2006,1,31063,0.8,10
,22,IDCJAC0009,2006,,31063,0,10
,23,IDCJAC0009,2006,1,31063,0.6,10
,24,IDCJAC0009,2006,1,31063,18.2,10
,25,IDCJAC0009,2006,,31063,0,10
,26,IDCJAC0009,2006,,31063,0,10
,27,IDCJAC0009,2006,1,31063,1.4,10
,28,IDCJAC0009,2006,,31063,0,10
,29,IDCJAC0009,2006,,31063,0,10
,30,IDCJAC0009,2006,,31063,0,10
,31,IDCJAC0009,2006,,31063,0,10
,1,IDCJAC0009,2006,1,31063,0.6,11
,2,IDCJAC0009,2006,,31063,0,11
,3,IDCJAC0009,2006,,31063,0,11
,4,IDCJAC0009,2006,,31063,0,11
,5,IDCJAC0009,2006,,31063,0,11
,6,IDCJAC0009,2006,,31063,0,11
,7,IDCJAC0009,2006,,31063,0,11
,8,IDCJAC0009,2006,,31063,0,11
,9,IDCJAC0009,2006,,31063,0,11
,10,IDCJAC0009,2006,,31063,0,11
,11,IDCJAC0009,2006,1,31063,2.6,11
,12,IDCJAC0009,2006,,31063,0,11
,13,IDCJAC0009,2006,,31063,0,11
,14,IDCJAC0009,2006,,31063,0,11
,15,IDCJAC0009,2006,,31063,0,11
,16,IDCJAC0009,2006,,31063,0,11
,17,IDCJAC0009,2006,,31063,0,11
,18,IDCJAC0009,2006,,31063,0,11
,19,IDCJAC0009,2006,,31063,0,11
,20,IDCJAC0009,2006,1,31063,8.8,11
,21,IDCJAC0009,2006,1,31063,1.8,11
,22,IDCJAC0009,2006,1,31063,1,11
,23,IDCJAC0009,2006,1,31063,3.2,11
,24,IDCJAC0009,2006,,31063,0,11
,25,IDCJAC0009,2006,1,31063,1.4,11
,26,IDCJAC0009,2006,,31063,0,11
,27,IDCJAC0009,2006,,31063,0,11
,28,IDCJAC0009,2006,,31063,0,11
,29,IDCJAC0009,2006,1,31063,1,11
,30,IDCJAC0009,2006,,31063,0,11
,1,IDCJAC0009,2006,,31063,0,12
,2,IDCJAC0009,2006,1,31063,0.4,12
,3,IDCJAC0009,2006,1,31063,9,12
,4,IDCJAC0009,2006,,31063,0,12
,5,IDCJAC0009,2006,1,31063,5.2,12
,6,IDCJAC0009,2006,1,31063,0.4,12
,7,IDCJAC0009,2006,1,31063,11.2,12
,8,IDCJAC0009,2006,1,31063,5.6,12
,9,IDCJAC0009,2006,1,31063,7.8,12
,10,IDCJAC0009,2006,,31063,0,12
,11,IDCJAC0009,2006,1,31063,11.4,12
,12,IDCJAC0009,2006,1,31063,8.4,12
,13,IDCJAC0009,2006,,31063,0,12
,14,IDCJAC0009,2006,,31063,0,12
,15,IDCJAC0009,2006,,31063,0,12
,16,IDCJAC0009,2006,,31063,0,12
,17,IDCJAC0009,2006,,31063,0,12
,18,IDCJAC0009,2006,,31063,0,12
,19,IDCJAC0009,2006,1,31063,5,12
,20,IDCJAC0009,2006,,31063,0,12
,21,IDCJAC0009,2006,1,31063,4.4,12
,22,IDCJAC0009,2006,1,31063,4.6,12
,23,IDCJAC0009,2006,,31063,0,12
,24,IDCJAC0009,2006,,31063,0,12
,25,IDCJAC0009,2006,,31063,0,12
,26,IDCJAC0009,2006,,31063,0,12
,27,IDCJAC0009,2006,1,31063,2,12
,28,IDCJAC0009,2006,1,31063,4.4,12
,29,IDCJAC0009,2006,1,31063,7.8,12
,30,IDCJAC0009,2006,1,31063,5.4,12
,31,IDCJAC0009,2006,1,31063,19,12
,1,IDCJAC0009,2007,,31063,0,1
,2,IDCJAC0009,2007,,31063,0,1
,3,IDCJAC0009,2007,,31063,0,1
,4,IDCJAC0009,2007,1,31063,0.4,1
,5,IDCJAC0009,2007,,31063,0,1
,6,IDCJAC0009,2007,1,31063,2,1
,7,IDCJAC0009,2007,,31063,0,1
,8,IDCJAC0009,2007,,31063,0,1
,9,IDCJAC0009,2007,,31063,0,1
,10,IDCJAC0009,2007,,31063,0,1
,11,IDCJAC0009,2007,,31063,0,1
,12,IDCJAC0009,2007,,31063,0,1
,13,IDCJAC0009,2007,,31063,0,1
,14,IDCJAC0009,2007,,31063,0,1
,15,IDCJAC0009,2007,,31063,0,1
,16,IDCJAC0009,2007,1,31063,2.8,1
,17,IDCJAC0009,2007,1,31063,4,1
,18,IDCJAC0009,2007,1,31063,1.4,1
,19,IDCJAC0009,2007,1,31063,1.8,1
,20,IDCJAC0009,2007,,31063,0,1
,21,IDCJAC0009,2007,1,31063,2.8,1
,22,IDCJAC0009,2007,1,31063,72.2,1
,23,IDCJAC0009,2007,1,31063,9.2,1
,24,IDCJAC0009,2007,,31063,0,1
,25,IDCJAC0009,2007,1,31063,15.8,1
,26,IDCJAC0009,2007,1,31063,29.8,1
,27,IDCJAC0009,2007,1,31063,30.4,1
,28,IDCJAC0009,2007,1,31063,24.4,1
,29,IDCJAC0009,2007,1,31063,10.4,1
,30,IDCJAC0009,2007,1,31063,3.6,1
,31,IDCJAC0009,2007,1,31063,52,1
,1,IDCJAC0009,2007,1,31063,15.6,2
,2,IDCJAC0009,2007,1,31063,160.6,2
,3,IDCJAC0009,2007,1,31063,10.4,2
,4,IDCJAC0009,2007,1,31063,10.2,2
,5,IDCJAC0009,2007,1,31063,198.4,2
,6,IDCJAC0009,2007,1,31063,61.4,2
,7,IDCJAC0009,2007,1,31063,36.2,2
,8,IDCJAC0009,2007,1,31063,7.6,2
,9,IDCJAC0009,2007,,31063,0,2
,10,IDCJAC0009,2007,,31063,0,2
,11,IDCJAC0009,2007,,31063,0,2
,12,IDCJAC0009,2007,,31063,0,2
,13,IDCJAC0009,2007,,31063,0,2
,14,IDCJAC0009,2007,1,31063,5,2
,15,IDCJAC0009,2007,1,31063,8,2
,16,IDCJAC0009,2007,1,31063,7.6,2
,17,IDCJAC0009,2007,1,31063,12.6,2
,18,IDCJAC0009,2007,1,31063,3.2,2
,19,IDCJAC0009,2007,1,31063,20.4,2
,20,IDCJAC0009,2007,1,31063,48.4,2
,21,IDCJAC0009,2007,1,31063,75.6,2
,22,IDCJAC0009,2007,1,31063,5.2,2
,23,IDCJAC0009,2007,1,31063,31.6,2
,24,IDCJAC0009,2007,1,31063,31.2,2
,25,IDCJAC0009,2007,1,31063,89.8,2
,26,IDCJAC0009,2007,1,31063,2.8,2
,27,IDCJAC0009,2007,1,31063,2.6,2
,28,IDCJAC0009,2007,1,31063,0.8,2
,1,IDCJAC0009,2007,1,31063,4.2,3
,2,IDCJAC0009,2007,1,31063,5.4,3
,3,IDCJAC0009,2007,,31063,0,3
,4,IDCJAC0009,2007,,31063,0,3
,5,IDCJAC0009,2007,,31063,0,3
,6,IDCJAC0009,2007,,31063,0,3
,7,IDCJAC0009,2007,,31063,0,3
,8,IDCJAC0009,2007,,31063,0,3
,9,IDCJAC0009,2007,1,31063,8.8,3
,10,IDCJAC0009,2007,1,31063,1.2,3
,11,IDCJAC0009,2007,,31063,0,3
,12,IDCJAC0009,2007,1,31063,2.6,3
,13,IDCJAC0009,2007,,31063,0,3
,14,IDCJAC0009,2007,1,31063,15.8,3
,15,IDCJAC0009,2007,,31063,0,3
,16,IDCJAC0009,2007,1,31063,127.6,3
,17,IDCJAC0009,2007,1,31063,44,3
,18,IDCJAC0009,2007,1,31063,9,3
,19,IDCJAC0009,2007,1,31063,6.2,3
,20,IDCJAC0009,2007,1,31063,2.6,3
,21,IDCJAC0009,2007,,31063,,3
,22,IDCJAC0009,2007,2,31063,76.8,3
,23,IDCJAC0009,2007,1,31063,7.6,3
,24,IDCJAC0009,2007,1,31063,10.6,3
,25,IDCJAC0009,2007,1,31063,0.6,3
,26,IDCJAC0009,2007,,31063,0,3
,27,IDCJAC0009,2007,1,31063,1.6,3
,28,IDCJAC0009,2007,1,31063,10.4,3
,29,IDCJAC0009,2007,,31063,0,3
,30,IDCJAC0009,2007,,31063,0,3
,31,IDCJAC0009,2007,,31063,0,3
,1,IDCJAC0009,2007,,31063,0,4
,2,IDCJAC0009,2007,1,31063,7.4,4
,3,IDCJAC0009,2007,1,31063,13.2,4
,4,IDCJAC0009,2007,,31063,0,4
,5,IDCJAC0009,2007,,31063,0,4
,6,IDCJAC0009,2007,1,31063,1.2,4
,7,IDCJAC0009,2007,1,31063,0.6,4
,8,IDCJAC0009,2007,1,31063,9.4,4
,9,IDCJAC0009,2007,1,31063,4.6,4
,10,IDCJAC0009,2007,1,31063,9.8,4
,11,IDCJAC0009,2007,,31063,0,4
,12,IDCJAC0009,2007,1,31063,1.6,4
,13,IDCJAC0009,2007,1,31063,6.2,4
,14,IDCJAC0009,2007,1,31063,10,4
,15,IDCJAC0009,2007,1,31063,11.8,4
,16,IDCJAC0009,2007,1,31063,1.6,4
,17,IDCJAC0009,2007,,31063,0,4
,18,IDCJAC0009,2007,,31063,0,4
,19,IDCJAC0009,2007,,31063,0,4
,20,IDCJAC0009,2007,,31063,0,4
,21,IDCJAC0009,2007,,31063,0,4
,22,IDCJAC0009,2007,,31063,0,4
,23,IDCJAC0009,2007,,31063,0,4
,24,IDCJAC0009,2007,,31063,0,4
,25,IDCJAC0009,2007,,31063,0,4
,26,IDCJAC0009,2007,,31063,0,4
,27,IDCJAC0009,2007,,31063,0,4
,28,IDCJAC0009,2007,,31063,0,4
,29,IDCJAC0009,2007,,31063,0,4
,30,IDCJAC0009,2007,,31063,0,4
,1,IDCJAC0009,2007,,31063,0,5
,2,IDCJAC0009,2007,,31063,0,5
,3,IDCJAC0009,2007,,31063,0,5
,4,IDCJAC0009,2007,,31063,0,5
,5,IDCJAC0009,2007,,31063,0,5
,6,IDCJAC0009,2007,,31063,0,5
,7,IDCJAC0009,2007,1,31063,1,5
,8,IDCJAC0009,2007,1,31063,7.8,5
,9,IDCJAC0009,2007,1,31063,9.2,5
,10,IDCJAC0009,2007,1,31063,2.8,5
,11,IDCJAC0009,2007,1,31063,6.6,5
,12,IDCJAC0009,2007,1,31063,12.2,5
,13,IDCJAC0009,2007,1,31063,0.8,5
,14,IDCJAC0009,2007,1,31063,4.2,5
,15,IDCJAC0009,2007,,31063,0,5
,16,IDCJAC0009,2007,,31063,0,5
,17,IDCJAC0009,2007,,31063,0,5
,18,IDCJAC0009,2007,,31063,0,5
,19,IDCJAC0009,2007,,31063,0,5
,20,IDCJAC0009,2007,,31063,0,5
,21,IDCJAC0009,2007,,31063,0,5
,22,IDCJAC0009,2007,,31063,0,5
,23,IDCJAC0009,2007,,31063,0,5
,24,IDCJAC0009,2007,,31063,0,5
,25,IDCJAC0009,2007,1,31063,23.8,5
,26,IDCJAC0009,2007,1,31063,2.2,5
,27,IDCJAC0009,2007,1,31063,12.6,5
,28,IDCJAC0009,2007,1,31063,13.4,5
,29,IDCJAC0009,2007,1,31063,24.8,5
,30,IDCJAC0009,2007,1,31063,4.6,5
,31,IDCJAC0009,2007,1,31063,0.4,5
,1,IDCJAC0009,2007,,31063,0,6
,2,IDCJAC0009,2007,1,31063,2.4,6
,3,IDCJAC0009,2007,,31063,0,6
,4,IDCJAC0009,2007,,31063,0,6
,5,IDCJAC0009,2007,,31063,0,6
,6,IDCJAC0009,2007,1,31063,1.6,6
,7,IDCJAC0009,2007,1,31063,7.6,6
,8,IDCJAC0009,2007,1,31063,2.8,6
,9,IDCJAC0009,2007,,31063,0,6
,10,IDCJAC0009,2007,,31063,0,6
,11,IDCJAC0009,2007,,31063,0,6
,12,IDCJAC0009,2007,,31063,0,6
,13,IDCJAC0009,2007,,31063,0,6
,14,IDCJAC0009,2007,,31063,0,6
,15,IDCJAC0009,2007,,31063,0,6
,16,IDCJAC0009,2007,1,31063,10.8,6
,17,IDCJAC0009,2007,,31063,0,6
,18,IDCJAC0009,2007,1,31063,15.2,6
,19,IDCJAC0009,2007,1,31063,13.6,6
,20,IDCJAC0009,2007,1,31063,7,6
,21,IDCJAC0009,2007,1,31063,1.2,6
,22,IDCJAC0009,2007,,31063,0,6
,23,IDCJAC0009,2007,,31063,0,6
,24,IDCJAC0009,2007,,31063,0,6
,25,IDCJAC0009,2007,1,31063,2.6,6
,26,IDCJAC0009,2007,1,31063,9.6,6
,27,IDCJAC0009,2007,,31063,0,6
,28,IDCJAC0009,2007,,31063,0,6
,29,IDCJAC0009,2007,,31063,0,6
,30,IDCJAC0009,2007,,31063,0,6
,1,IDCJAC0009,2007,,31063,0,7
,2,IDCJAC0009,2007,,31063,0,7
,3,IDCJAC0009,2007,,31063,0,7
,4,IDCJAC0009,2007,,31063,0,7
,5,IDCJAC0009,2007,,31063,0,7
,6,IDCJAC0009,2007,,31063,0,7
,7,IDCJAC0009,2007,,31063,0,7
,8,IDCJAC0009,2007,,31063,0,7
,9,IDCJAC0009,2007,,31063,0,7
,10,IDCJAC0009,2007,,31063,0,7
,11,IDCJAC0009,2007,,31063,0,7
,12,IDCJAC0009,2007,,31063,0,7
,13,IDCJAC0009,2007,,31063,0,7
,14,IDCJAC0009,2007,,31063,0,7
,15,IDCJAC0009,2007,,31063,0,7
,16,IDCJAC0009,2007,,31063,0,7
,17,IDCJAC0009,2007,,31063,0,7
,18,IDCJAC0009,2007,,31063,0,7
,19,IDCJAC0009,2007,,31063,0,7
,20,IDCJAC0009,2007,,31063,0,7
,21,IDCJAC0009,2007,,31063,0,7
,22,IDCJAC0009,2007,,31063,0,7
,23,IDCJAC0009,2007,1,31063,9.4,7
,24,IDCJAC0009,2007,1,31063,3.2,7
,25,IDCJAC0009,2007,1,31063,1.8,7
,26,IDCJAC0009,2007,1,31063,5.6,7
,27,IDCJAC0009,2007,1,31063,0.4,7
,28,IDCJAC0009,2007,,31063,0,7
,29,IDCJAC0009,2007,,31063,0,7
,30,IDCJAC0009,2007,,31063,0,7
,31,IDCJAC0009,2007,,31063,0,7
,1,IDCJAC0009,2007,1,31063,1.6,8
,2,IDCJAC0009,2007,,31063,0,8
,3,IDCJAC0009,2007,,31063,0,8
,4,IDCJAC0009,2007,,31063,0,8
,5,IDCJAC0009,2007,,31063,0,8
,6,IDCJAC0009,2007,,31063,0,8
,7,IDCJAC0009,2007,,31063,0,8
,8,IDCJAC0009,2007,,31063,0,8
,9,IDCJAC0009,2007,,31063,0,8
,10,IDCJAC0009,2007,1,31063,2.4,8
,11,IDCJAC0009,2007,,31063,0,8
,12,IDCJAC0009,2007,,31063,0,8
,13,IDCJAC0009,2007,,31063,0,8
,14,IDCJAC0009,2007,,31063,0,8
,15,IDCJAC0009,2007,,31063,0,8
,16,IDCJAC0009,2007,1,31063,2,8
,17,IDCJAC0009,2007,1,31063,1,8
,18,IDCJAC0009,2007,1,31063,3.6,8
,19,IDCJAC0009,2007,,31063,0,8
,20,IDCJAC0009,2007,,31063,0,8
,21,IDCJAC0009,2007,,31063,0,8
,22,IDCJAC0009,2007,,31063,0,8
,23,IDCJAC0009,2007,,31063,0,8
,24,IDCJAC0009,2007,,31063,0,8
