Quality,Day,Product code,Year,Period over which rainfall was measured (days),Bureau of Meteorology station number,Rainfall amount (millimetres),Month
,25,IDCJAC0009,2007,,31063,0,8
,26,IDCJAC0009,2007,,31063,0,8
,27,IDCJAC0009,2007,,31063,0,8
,28,IDCJAC0009,2007,1,31063,3.8,8
,29,IDCJAC0009,2007,1,31063,2.4,8
,30,IDCJAC0009,2007,1,31063,2.8,8
,31,IDCJAC0009,2007,1,31063,0.6,8
,1,IDCJAC0009,2007,,31063,0,9
,2,IDCJAC0009,2007,,31063,0,9
,3,IDCJAC0009,2007,,31063,0,9
,4,IDCJAC0009,2007,,31063,0,9
,5,IDCJAC0009,2007,1,31063,1,9
,6,IDCJAC0009,2007,,31063,0,9
,7,IDCJAC0009,2007,,31063,0,9
,8,IDCJAC0009,2007,,31063,0,9
,9,IDCJAC0009,2007,,31063,0,9
,10,IDCJAC0009,2007,,31063,0,9
,11,IDCJAC0009,2007,,31063,0,9
,12,IDCJAC0009,2007,,31063,0,9
,13,IDCJAC0009,2007,,31063,0,9
,14,IDCJAC0009,2007,,31063,0,9
,15,IDCJAC0009,2007,,31063,0,9
,16,IDCJAC0009,2007,,31063,0,9
,17,IDCJAC0009,2007,,31063,0,9
,18,IDCJAC0009,2007,,31063,0,9
,19,IDCJAC0009,2007,,31063,0,9
,20,IDCJAC0009,2007,,31063,0,9
,21,IDCJAC0009,2007,,31063,0,9
,22,IDCJAC0009,2007,,31063,0,9
,23,IDCJAC0009,2007,,31063,0,9
,24,IDCJAC0009,2007,1,31063,6.6,9
,25,IDCJAC0009,2007,,31063,0,9
,26,IDCJAC0009,2007,,31063,0,9
,27,IDCJAC0009,2007,,31063,0,9
,28,IDCJAC0009,2007,,31063,0,9
,29,IDCJAC0009,2007,,31063,0,9
,30,IDCJAC0009,2007,,31063,0,9
,1,IDCJAC0009,2007,,31063,0,10
,2,IDCJAC0009,2007,1,31063,9.2,10
,3,IDCJAC0009,2007,1,31063,5,10
,4,IDCJAC0009,2007,,31063,0,10
,5,IDCJAC0009,2007,,31063,0,10
,6,IDCJAC0009,2007,,31063,0,10
,7,IDCJAC0009,2007,,31063,0,10
,8,IDCJAC0009,2007,,31063,0,10
,9,IDCJAC0009,2007,,31063,0,10
,10,IDCJAC0009,2007,,31063,0,10
,11,IDCJAC0009,2007,,31063,0,10
,12,IDCJAC0009,2007,,31063,0,10
,13,IDCJAC0009,2007,1,31063,38.2,10
,14,IDCJAC0009,2007,,31063,0,10
,15,IDCJAC0009,2007,,31063,0,10
,16,IDCJAC0009,2007,,31063,0,10
,17,IDCJAC0009,2007,,31063,0,10
,18,IDCJAC0009,2007,,31063,0,10
,19,IDCJAC0009,2007,,31063,0,10
,20,IDCJAC0009,2007,1,31063,14.6,10
,21,IDCJAC0009,2007,1,31063,4,10
,22,IDCJAC0009,2007,1,31063,0.6,10
,23,IDCJAC0009,2007,,31063,0,10
,24,IDCJAC0009,2007,,31063,0,10
,25,IDCJAC0009,2007,,31063,0,10
,26,IDCJAC0009,2007,,31063,0,10
,27,IDCJAC0009,2007,,31063,0,10
,28,IDCJAC0009,2007,,31063,0,10
,29,IDCJAC0009,2007,,31063,0,10
,30,IDCJAC0009,2007,1,31063,4,10
,31,IDCJAC0009,2007,1,31063,0.4,10
,1,IDCJAC0009,2007,,31063,0,11
,2,IDCJAC0009,2007,,31063,0,11
,3,IDCJAC0009,2007,,31063,0,11
,4,IDCJAC0009,2007,,31063,0,11
,5,IDCJAC0009,2007,,31063,0,11
,6,IDCJAC0009,2007,,31063,0,11
,7,IDCJAC0009,2007,,31063,0,11
,8,IDCJAC0009,2007,,31063,0,11
,9,IDCJAC0009,2007,1,31063,0.8,11
,10,IDCJAC0009,2007,,31063,0,11
,11,IDCJAC0009,2007,1,31063,1.4,11
,12,IDCJAC0009,2007,1,31063,16,11
,13,IDCJAC0009,2007,1,31063,3.6,11
,14,IDCJAC0009,2007,1,31063,7.4,11
,15,IDCJAC0009,2007,1,31063,0.6,11
,16,IDCJAC0009,2007,1,31063,3,11
,17,IDCJAC0009,2007,1,31063,11.8,11
,18,IDCJAC0009,2007,1,31063,8.4,11
,19,IDCJAC0009,2007,1,31063,3.2,11
,20,IDCJAC0009,2007,1,31063,8,11
,21,IDCJAC0009,2007,1,31063,5.2,11
,22,IDCJAC0009,2007,,31063,0,11
,23,IDCJAC0009,2007,,31063,0,11
,24,IDCJAC0009,2007,1,31063,1.6,11
,25,IDCJAC0009,2007,,31063,0,11
,26,IDCJAC0009,2007,,31063,0,11
,27,IDCJAC0009,2007,,31063,0,11
,28,IDCJAC0009,2007,1,31063,2.2,11
,29,IDCJAC0009,2007,,31063,0,11
,30,IDCJAC0009,2007,1,31063,2.2,11
,1,IDCJAC0009,2007,1,31063,1.8,12
,2,IDCJAC0009,2007,,31063,0,12
,3,IDCJAC0009,2007,1,31063,1.6,12
,4,IDCJAC0009,2007,1,31063,54.6,12
,5,IDCJAC0009,2007,,31063,0,12
,6,IDCJAC0009,2007,,31063,0,12
,7,IDCJAC0009,2007,1,31063,6.8,12
,8,IDCJAC0009,2007,,31063,0,12
,9,IDCJAC0009,2007,,31063,0,12
,10,IDCJAC0009,2007,,31063,0,12
,11,IDCJAC0009,2007,,31063,0,12
,12,IDCJAC0009,2007,,31063,0,12
,13,IDCJAC0009,2007,,31063,0,12
,14,IDCJAC0009,2007,,31063,0,12
,15,IDCJAC0009,2007,1,31063,1.8,12
,16,IDCJAC0009,2007,1,31063,4.8,12
,17,IDCJAC0009,2007,,31063,0,12
,18,IDCJAC0009,2007,,31063,0,12
,19,IDCJAC0009,2007,,31063,0,12
,20,IDCJAC0009,2007,1,31063,4.6,12
,21,IDCJAC0009,2007,1,31063,1,12
,22,IDCJAC0009,2007,1,31063,5.4,12
,23,IDCJAC0009,2007,,31063,0,12
,24,IDCJAC0009,2007,,31063,0,12
,25,IDCJAC0009,2007,,31063,0,12
,26,IDCJAC0009,2007,,31063,0,12
,27,IDCJAC0009,2007,1,31063,44.2,12
,28,IDCJAC0009,2007,1,31063,8.4,12
,29,IDCJAC0009,2007,1,31063,44.4,12
,30,IDCJAC0009,2007,1,31063,47.2,12
,31,IDCJAC0009,2007,1,31063,1.6,12
,1,IDCJAC0009,2008,,31063,0,1
,2,IDCJAC0009,2008,,31063,0,1
,3,IDCJAC0009,2008,1,31063,2.6,1
,4,IDCJAC0009,2008,,31063,0,1
,5,IDCJAC0009,2008,1,31063,1,1
,6,IDCJAC0009,2008,1,31063,3,1
,7,IDCJAC0009,2008,1,31063,65.6,1
,8,IDCJAC0009,2008,1,31063,201.2,1
,9,IDCJAC0009,2008,1,31063,134.6,1
,10,IDCJAC0009,2008,1,31063,2,1
,11,IDCJAC0009,2008,1,31063,0.8,1
,12,IDCJAC0009,2008,1,31063,3.4,1
,13,IDCJAC0009,2008,1,31063,13.2,1
,14,IDCJAC0009,2008,1,31063,6.8,1
,15,IDCJAC0009,2008,1,31063,3.4,1
,16,IDCJAC0009,2008,,31063,0,1
,17,IDCJAC0009,2008,,31063,0,1
,18,IDCJAC0009,2008,,31063,0,1
,19,IDCJAC0009,2008,1,31063,6,1
,20,IDCJAC0009,2008,,31063,0,1
,21,IDCJAC0009,2008,,31063,0,1
,22,IDCJAC0009,2008,,31063,0,1
,23,IDCJAC0009,2008,1,31063,3.6,1
,24,IDCJAC0009,2008,1,31063,18.2,1
,25,IDCJAC0009,2008,1,31063,2.2,1
,26,IDCJAC0009,2008,1,31063,56.6,1
,27,IDCJAC0009,2008,,31063,0,1
,28,IDCJAC0009,2008,,31063,0,1
,29,IDCJAC0009,2008,,31063,0,1
,30,IDCJAC0009,2008,1,31063,37.6,1
,31,IDCJAC0009,2008,1,31063,15.8,1
,1,IDCJAC0009,2008,1,31063,29.2,2
,2,IDCJAC0009,2008,1,31063,2.2,2
,3,IDCJAC0009,2008,1,31063,27,2
,4,IDCJAC0009,2008,,31063,0,2
,5,IDCJAC0009,2008,,31063,0,2
,6,IDCJAC0009,2008,,31063,0,2
,7,IDCJAC0009,2008,,31063,0,2
,8,IDCJAC0009,2008,1,31063,7.4,2
,9,IDCJAC0009,2008,1,31063,0.6,2
,10,IDCJAC0009,2008,1,31063,8.6,2
,11,IDCJAC0009,2008,1,31063,122.2,2
,12,IDCJAC0009,2008,1,31063,2,2
,13,IDCJAC0009,2008,1,31063,5.2,2
,14,IDCJAC0009,2008,1,31063,9.6,2
,15,IDCJAC0009,2008,1,31063,29.6,2
,16,IDCJAC0009,2008,1,31063,5,2
,17,IDCJAC0009,2008,1,31063,98.4,2
,18,IDCJAC0009,2008,1,31063,58.8,2
,19,IDCJAC0009,2008,1,31063,115,2
,20,IDCJAC0009,2008,1,31063,11,2
,21,IDCJAC0009,2008,,31063,0,2
,22,IDCJAC0009,2008,,31063,0,2
,23,IDCJAC0009,2008,,31063,0,2
,24,IDCJAC0009,2008,,31063,0,2
,25,IDCJAC0009,2008,,31063,0,2
,26,IDCJAC0009,2008,1,31063,49.6,2
,27,IDCJAC0009,2008,1,31063,6.6,2
,28,IDCJAC0009,2008,1,31063,61.4,2
,29,IDCJAC0009,2008,1,31063,21.2,2
,1,IDCJAC0009,2008,,31063,0,3
,2,IDCJAC0009,2008,1,31063,22.4,3
,3,IDCJAC0009,2008,1,31063,8.8,3
,4,IDCJAC0009,2008,1,31063,200.6,3
,5,IDCJAC0009,2008,1,31063,264.2,3
,6,IDCJAC0009,2008,1,31063,13.6,3
,7,IDCJAC0009,2008,1,31063,11.2,3
,8,IDCJAC0009,2008,1,31063,3.4,3
,9,IDCJAC0009,2008,,31063,0,3
,10,IDCJAC0009,2008,1,31063,8.4,3
,11,IDCJAC0009,2008,,31063,0,3
,12,IDCJAC0009,2008,1,31063,5.2,3
,13,IDCJAC0009,2008,1,31063,196.6,3
,14,IDCJAC0009,2008,1,31063,27.4,3
,15,IDCJAC0009,2008,1,31063,136.2,3
,16,IDCJAC0009,2008,1,31063,26.8,3
,17,IDCJAC0009,2008,1,31063,28.8,3
,18,IDCJAC0009,2008,,31063,0,3
,19,IDCJAC0009,2008,1,31063,2.6,3
,20,IDCJAC0009,2008,,31063,0,3
,21,IDCJAC0009,2008,,31063,0,3
,22,IDCJAC0009,2008,,31063,0,3
,23,IDCJAC0009,2008,,31063,0,3
,24,IDCJAC0009,2008,1,31063,3.8,3
,25,IDCJAC0009,2008,,31063,0,3
,26,IDCJAC0009,2008,,31063,0,3
,27,IDCJAC0009,2008,,31063,0,3
,28,IDCJAC0009,2008,,31063,0,3
,29,IDCJAC0009,2008,,31063,0,3
,30,IDCJAC0009,2008,1,31063,11.4,3
,31,IDCJAC0009,2008,1,31063,5.4,3
,1,IDCJAC0009,2008,,31063,0,4
,2,IDCJAC0009,2008,1,31063,7.8,4
,3,IDCJAC0009,2008,,31063,0,4
,4,IDCJAC0009,2008,,31063,0,4
,5,IDCJAC0009,2008,,31063,0,4
,6,IDCJAC0009,2008,,31063,0,4
,7,IDCJAC0009,2008,,31063,0,4
,8,IDCJAC0009,2008,1,31063,1.2,4
,9,IDCJAC0009,2008,1,31063,5,4
,10,IDCJAC0009,2008,,31063,0,4
,11,IDCJAC0009,2008,,31063,0,4
,12,IDCJAC0009,2008,,31063,0,4
,13,IDCJAC0009,2008,,31063,0,4
,14,IDCJAC0009,2008,,31063,0,4
,15,IDCJAC0009,2008,,31063,0,4
,16,IDCJAC0009,2008,,31063,0,4
,17,IDCJAC0009,2008,1,31063,3.2,4
,18,IDCJAC0009,2008,1,31063,2.6,4
,19,IDCJAC0009,2008,,31063,0,4
,20,IDCJAC0009,2008,1,31063,0.8,4
,21,IDCJAC0009,2008,1,31063,1.4,4
,22,IDCJAC0009,2008,,31063,0,4
,23,IDCJAC0009,2008,,31063,0,4
,24,IDCJAC0009,2008,,31063,0,4
,25,IDCJAC0009,2008,,31063,0,4
,26,IDCJAC0009,2008,,31063,0,4
,27,IDCJAC0009,2008,,31063,0,4
,28,IDCJAC0009,2008,,31063,0,4
,29,IDCJAC0009,2008,,31063,0,4
,30,IDCJAC0009,2008,,31063,0,4
,1,IDCJAC0009,2008,,31063,0,5
,2,IDCJAC0009,2008,,31063,0,5
,3,IDCJAC0009,2008,1,31063,3.2,5
,4,IDCJAC0009,2008,,31063,0,5
,5,IDCJAC0009,2008,1,31063,0.4,5
,6,IDCJAC0009,2008,,31063,0,5
,7,IDCJAC0009,2008,1,31063,4.2,5
,8,IDCJAC0009,2008,,31063,0,5
,9,IDCJAC0009,2008,,31063,0,5
,10,IDCJAC0009,2008,,31063,0,5
,11,IDCJAC0009,2008,,31063,0,5
,12,IDCJAC0009,2008,1,31063,0.8,5
,13,IDCJAC0009,2008,,31063,0,5
,14,IDCJAC0009,2008,1,31063,2.8,5
,15,IDCJAC0009,2008,,31063,0,5
,16,IDCJAC0009,2008,,31063,0,5
,17,IDCJAC0009,2008,,31063,0,5
,18,IDCJAC0009,2008,,31063,0,5
,19,IDCJAC0009,2008,,31063,0,5
,20,IDCJAC0009,2008,,31063,0,5
,21,IDCJAC0009,2008,,31063,0,5
,22,IDCJAC0009,2008,,31063,0,5
,23,IDCJAC0009,2008,1,31063,21.2,5
,24,IDCJAC0009,2008,1,31063,3.6,5
,25,IDCJAC0009,2008,1,31063,8.6,5
,26,IDCJAC0009,2008,1,31063,3.4,5
,27,IDCJAC0009,2008,1,31063,3.2,5
,28,IDCJAC0009,2008,1,31063,1.4,5
,29,IDCJAC0009,2008,,31063,0,5
,30,IDCJAC0009,2008,,31063,0,5
,31,IDCJAC0009,2008,,31063,0,5
,1,IDCJAC0009,2008,,31063,0,6
,2,IDCJAC0009,2008,,31063,0,6
,3,IDCJAC0009,2008,,31063,0,6
,4,IDCJAC0009,2008,,31063,0,6
,5,IDCJAC0009,2008,1,31063,0.6,6
,6,IDCJAC0009,2008,1,31063,1.2,6
,7,IDCJAC0009,2008,,31063,0,6
,8,IDCJAC0009,2008,,31063,0,6
,9,IDCJAC0009,2008,,31063,0,6
,10,IDCJAC0009,2008,,31063,0,6
,11,IDCJAC0009,2008,,31063,0,6
,12,IDCJAC0009,2008,1,31063,3.8,6
,13,IDCJAC0009,2008,,31063,0,6
,14,IDCJAC0009,2008,,31063,0,6
,15,IDCJAC0009,2008,,31063,0,6
,16,IDCJAC0009,2008,,31063,0,6
,17,IDCJAC0009,2008,1,31063,2,6
,18,IDCJAC0009,2008,1,31063,8.4,6
,19,IDCJAC0009,2008,,31063,0,6
,20,IDCJAC0009,2008,,31063,0,6
,21,IDCJAC0009,2008,,31063,0,6
,22,IDCJAC0009,2008,,31063,0,6
,23,IDCJAC0009,2008,,31063,0,6
,24,IDCJAC0009,2008,,31063,0,6
,25,IDCJAC0009,2008,,31063,0,6
,26,IDCJAC0009,2008,1,31063,1.2,6
,27,IDCJAC0009,2008,,31063,0,6
,28,IDCJAC0009,2008,,31063,0,6
,29,IDCJAC0009,2008,1,31063,1.8,6
,30,IDCJAC0009,2008,1,31063,3.4,6
,1,IDCJAC0009,2008,,31063,0,7
,2,IDCJAC0009,2008,,31063,0,7
,3,IDCJAC0009,2008,,31063,0,7
,4,IDCJAC0009,2008,,31063,0,7
,5,IDCJAC0009,2008,,31063,0,7
,6,IDCJAC0009,2008,,31063,0,7
,7,IDCJAC0009,2008,1,31063,2.4,7
,8,IDCJAC0009,2008,1,31063,4.2,7
,9,IDCJAC0009,2008,1,31063,0.8,7
,10,IDCJAC0009,2008,,31063,0,7
,11,IDCJAC0009,2008,,31063,0,7
,12,IDCJAC0009,2008,,31063,0,7
,13,IDCJAC0009,2008,,31063,0,7
,14,IDCJAC0009,2008,,31063,0,7
,15,IDCJAC0009,2008,,31063,0,7
,16,IDCJAC0009,2008,1,31063,30.8,7
,17,IDCJAC0009,2008,,31063,0,7
,18,IDCJAC0009,2008,,31063,0,7
,19,IDCJAC0009,2008,,31063,0,7
,20,IDCJAC0009,2008,,31063,0,7
,21,IDCJAC0009,2008,1,31063,7.8,7
,22,IDCJAC0009,2008,1,31063,5.8,7
,23,IDCJAC0009,2008,1,31063,24.8,7
,24,IDCJAC0009,2008,1,31063,0.6,7
,25,IDCJAC0009,2008,,31063,0,7
,26,IDCJAC0009,2008,,31063,0,7
,27,IDCJAC0009,2008,,31063,0,7
,28,IDCJAC0009,2008,,31063,0,7
,29,IDCJAC0009,2008,,31063,0,7
,30,IDCJAC0009,2008,,31063,0,7
,31,IDCJAC0009,2008,,31063,0,7
,1,IDCJAC0009,2008,,31063,0,8
,2,IDCJAC0009,2008,,31063,0,8
,3,IDCJAC0009,2008,,31063,0,8
,4,IDCJAC0009,2008,,31063,0,8
,5,IDCJAC0009,2008,,31063,0,8
,6,IDCJAC0009,2008,,31063,0,8
,7,IDCJAC0009,2008,,31063,0,8
,8,IDCJAC0009,2008,,31063,0,8
,9,IDCJAC0009,2008,,31063,0,8
,10,IDCJAC0009,2008,,31063,0,8
,11,IDCJAC0009,2008,,31063,0,8
,12,IDCJAC0009,2008,,31063,0,8
,13,IDCJAC0009,2008,,31063,0,8
,14,IDCJAC0009,2008,,31063,0,8
,15,IDCJAC0009,2008,,31063,0,8
,16,IDCJAC0009,2008,,31063,0,8
,17,IDCJAC0009,2008,,31063,0,8
,18,IDCJAC0009,2008,,31063,0,8
,19,IDCJAC0009,2008,,31063,0,8
,20,IDCJAC0009,2008,,31063,0,8
,21,IDCJAC0009,2008,,31063,0,8
,22,IDCJAC0009,2008,,31063,0,8
,23,IDCJAC0009,2008,1,31063,2,8
,24,IDCJAC0009,2008,,31063,0,8
,25,IDCJAC0009,2008,,31063,0,8
,26,IDCJAC0009,2008,1,31063,0.8,8
,27,IDCJAC0009,2008,1,31063,0.4,8
,28,IDCJAC0009,2008,,31063,0,8
,29,IDCJAC0009,2008,1,31063,1,8
,30,IDCJAC0009,2008,1,31063,0.6,8
,31,IDCJAC0009,2008,,31063,0,8
,1,IDCJAC0009,2008,,31063,0,9
,2,IDCJAC0009,2008,,31063,0,9
,3,IDCJAC0009,2008,,31063,0,9
,4,IDCJAC0009,2008,,31063,0,9
,5,IDCJAC0009,2008,,31063,0,9
,6,IDCJAC0009,2008,,31063,0,9
,7,IDCJAC0009,2008,,31063,0,9
,8,IDCJAC0009,2008,1,31063,0.6,9
,9,IDCJAC0009,2008,1,31063,7.6,9
,10,IDCJAC0009,2008,1,31063,7.4,9
,11,IDCJAC0009,2008,1,31063,4.2,9
,12,IDCJAC0009,2008,1,31063,10.4,9
,13,IDCJAC0009,2008,,31063,0,9
,14,IDCJAC0009,2008,,31063,0,9
,15,IDCJAC0009,2008,,31063,0,9
,16,IDCJAC0009,2008,,31063,0,9
,17,IDCJAC0009,2008,,31063,0,9
,18,IDCJAC0009,2008,,31063,0,9
,19,IDCJAC0009,2008,,31063,0,9
,20,IDCJAC0009,2008,,31063,0,9
,21,IDCJAC0009,2008,,31063,0,9
,22,IDCJAC0009,2008,,31063,0,9
,23,IDCJAC0009,2008,,31063,0,9
,24,IDCJAC0009,2008,,31063,0,9
,25,IDCJAC0009,2008,,31063,0,9
,26,IDCJAC0009,2008,,31063,0,9
,27,IDCJAC0009,2008,,31063,0,9
,28,IDCJAC0009,2008,1,31063,11.8,9
,29,IDCJAC0009,2008,,31063,0,9
,30,IDCJAC0009,2008,,31063,0,9
,1,IDCJAC0009,2008,,31063,0,10
,2,IDCJAC0009,2008,,31063,0,10
,3,IDCJAC0009,2008,1,31063,30.6,10
,4,IDCJAC0009,2008,1,31063,13.6,10
,5,IDCJAC0009,2008,1,31063,0.8,10
,6,IDCJAC0009,2008,,31063,0,10
,7,IDCJAC0009,2008,,31063,0,10
,8,IDCJAC0009,2008,,31063,0,10
,9,IDCJAC0009,2008,,31063,0,10
,10,IDCJAC0009,2008,,31063,0,10
,11,IDCJAC0009,2008,,31063,0,10
,12,IDCJAC0009,2008,,31063,0,10
,13,IDCJAC0009,2008,1,31063,5,10
,14,IDCJAC0009,2008,,31063,,10
,15,IDCJAC0009,2008,2,31063,8.2,10
,16,IDCJAC0009,2008,,31063,0,10
,17,IDCJAC0009,2008,,31063,0,10
,18,IDCJAC0009,2008,1,31063,2.6,10
,19,IDCJAC0009,2008,1,31063,5.6,10
,20,IDCJAC0009,2008,1,31063,2.4,10
,21,IDCJAC0009,2008,,31063,0,10
,22,IDCJAC0009,2008,1,31063,1.8,10
,23,IDCJAC0009,2008,,31063,0,10
,24,IDCJAC0009,2008,,31063,0,10
,25,IDCJAC0009,2008,,31063,0,10
,26,IDCJAC0009,2008,,31063,0,10
,27,IDCJAC0009,2008,,31063,0,10
,28,IDCJAC0009,2008,,31063,0,10
,29,IDCJAC0009,2008,,31063,0,10
,30,IDCJAC0009,2008,,31063,0,10
,31,IDCJAC0009,2008,,31063,0,10
,1,IDCJAC0009,2008,1,31063,1.4,11
,2,IDCJAC0009,2008,,31063,0,11
,3,IDCJAC0009,2008,,31063,0,11
,4,IDCJAC0009,2008,,31063,0,11
,5,IDCJAC0009,2008,,31063,0,11
,6,IDCJAC0009,2008,,31063,0,11
,7,IDCJAC0009,2008,,31063,0,11
,8,IDCJAC0009,2008,,31063,0,11
,9,IDCJAC0009,2008,,31063,0,11
,10,IDCJAC0009,2008,,31063,0,11
,11,IDCJAC0009,2008,1,31063,0.4,11
,12,IDCJAC0009,2008,,31063,0,11
,13,IDCJAC0009,2008,,31063,0,11
,14,IDCJAC0009,2008,,31063,0,11
,15,IDCJAC0009,2008,,31063,0,11
,16,IDCJAC0009,2008,,31063,0,11
,17,IDCJAC0009,2008,,31063,0,11
,18,IDCJAC0009,2008,,31063,,11
,19,IDCJAC0009,2008,,31063,,11
,20,IDCJAC0009,2008,3,31063,69.2,11
,21,IDCJAC0009,2008,1,31063,1,11
,22,IDCJAC0009,2008,,31063,0,11
,23,IDCJAC0009,2008,,31063,0,11
,24,IDCJAC0009,2008,,31063,0,11
,25,IDCJAC0009,2008,,31063,0,11
,26,IDCJAC0009,2008,1,31063,1.2,11
,27,IDCJAC0009,2008,,31063,,11
,28,IDCJAC0009,2008,2,31063,11,11
,29,IDCJAC0009,2008,1,31063,13.6,11
,30,IDCJAC0009,2008,1,31063,25.4,11
,1,IDCJAC0009,2008,1,31063,1.6,12
,2,IDCJAC0009,2008,1,31063,19.2,12
,3,IDCJAC0009,2008,1,31063,2.2,12
,4,IDCJAC0009,2008,,31063,0,12
,5,IDCJAC0009,2008,,31063,0,12
,6,IDCJAC0009,2008,,31063,0,12
,7,IDCJAC0009,2008,,31063,0,12
,8,IDCJAC0009,2008,,31063,0,12
,9,IDCJAC0009,2008,1,31063,3,12
,10,IDCJAC0009,2008,,31063,0,12
,11,IDCJAC0009,2008,,31063,0,12
,12,IDCJAC0009,2008,,31063,0,12
,13,IDCJAC0009,2008,,31063,0,12
,14,IDCJAC0009,2008,,31063,0,12
,15,IDCJAC0009,2008,1,31063,4.8,12
,16,IDCJAC0009,2008,,31063,0,12
,17,IDCJAC0009,2008,1,31063,27.8,12
,18,IDCJAC0009,2008,1,31063,3.2,12
,19,IDCJAC0009,2008,,31063,0,12
,20,IDCJAC0009,2008,,31063,0,12
,21,IDCJAC0009,2008,,31063,,12
,22,IDCJAC0009,2008,,31063,,12
,23,IDCJAC0009,2008,,31063,,12
,24,IDCJAC0009,2008,,31063,,12
,25,IDCJAC0009,2008,,31063,,12
